No,日本語名,英語名,定義,カテゴリ,ドメイン
7817,適時開示,Timely Disclosure,適時開示に関連する業務用語。,Process,会計
7818,適時開示制度,,適時開示制度に関連する業務用語。,Process,会計
7819,適格合併,,適格合併に関連する業務用語。,Process,M&A
7820,適格機関投資家,,適格機関投資家に関連する業務用語。,Concept,ガバナンス
7821,適正意見,Unqualified Opinion,適正意見に関連する業務用語。,Concept,共通
7822,適温相場,,適温相場に関連する業務用語。,Concept,共通
7823,適用為替,,適用為替に関連する業務用語。,Concept,投資
7824,選別売り,,選別売りに関連する業務用語。,Concept,共通
7825,選別買い,,選別買いに関連する業務用語。,Concept,共通
7826,選抜教育,,選抜教育に関連する業務用語。,Concept,共通
7827,選択売り,,選択売りに関連する業務用語。,Concept,共通
7828,選択権付き為替予約,,選択権付き為替予約に関連する業務用語。,Concept,投資
7829,選択的認知,,選択的認知に関連する業務用語。,Concept,共通
7830,選択買い,,選択買いに関連する業務用語。,Concept,共通
7831,遺産,,遺産に関連する業務用語。,Concept,共通
7832,遺産分割,,遺産分割に関連する業務用語。,Concept,共通
7833,遺産分割協議,,遺産分割協議に関連する業務用語。,Concept,共通
7834,遺産分割協議書,,遺産分割協議書に関連する業務用語。,Concept,共通
7835,遺産整理業務,,遺産整理業務に関連する業務用語。,Concept,共通
7836,遺留分,,遺留分に関連する業務用語。,Concept,共通
7837,遺留分侵害額請求,,遺留分侵害額請求に関連する業務用語。,Concept,共通
7838,遺留分放棄,,遺留分放棄に関連する業務用語。,Concept,共通
7839,遺留分減殺請求,,遺留分減殺請求に関連する業務用語。,Concept,共通
7840,遺言,,遺言に関連する業務用語。,Concept,共通
7841,遺言信託,,遺言信託に関連する業務用語。,Concept,共通
7842,遺言執行者,,遺言執行者に関連する業務用語。,Concept,共通
7843,遺言書,,遺言書に関連する業務用語。,Concept,共通
7844,遺言書管理業務,,遺言書管理業務に関連する業務用語。,Concept,共通
7845,遺贈,,遺贈に関連する業務用語。,Concept,共通
7846,遺贈義務者,,遺贈義務者に関連する業務用語。,Concept,共通
7847,還付税額,,還付税額に関連する業務用語。,Concept,共通
7848,還付金,,還付金に関連する業務用語。,Concept,共通
7849,部分時価評価法,,部分時価評価法に関連する業務用語。,Process,人事
7850,部門個別費,,部門個別費に関連する業務用語。,Entity,共通
7851,部門共通費,,部門共通費に関連する業務用語。,Entity,共通
7852,部門別予算,,部門別予算に関連する業務用語。,Entity,共通
7853,部門別原価計算,,部門別原価計算に関連する業務用語。,Metric,会計
7854,郵貯預入限度額,,郵貯預入限度額に関連する業務用語。,Concept,共通
7855,都市銀行,,都市銀行に関連する業務用語。,Entity,金融
7856,配偶者の税額軽減,,配偶者の税額軽減に関連する業務用語。,Concept,共通
7857,配偶者居住権,,配偶者居住権に関連する業務用語。,Concept,共通
7858,配偶者控除,,配偶者控除に関連する業務用語。,Concept,共通
7859,配偶者特別控除,,配偶者特別控除に関連する業務用語。,Concept,共通
7860,配偶者短期居住権,,配偶者短期居住権に関連する業務用語。,Concept,共通
7861,配当,,企業が利益の一部を株主に分配すること。1株当たり配当額（DPS）で表す。,Concept,財務分析
7862,配当予想,Dividend Forecast,配当予想に関連する業務用語。,Concept,財務分析
7863,配当修正,Dividend Revision,配当修正に関連する業務用語。,Concept,財務分析
7864,配当割引モデル,,配当割引モデルに関連する業務用語。,Concept,財務分析
7865,配当取り,,配当取りに関連する業務用語。,Concept,財務分析
7866,配当可能利益,,配当可能利益に関連する業務用語。,Concept,財務分析
7867,配当可能限度額,,配当可能限度額に関連する業務用語。,Concept,財務分析
7868,配当基準日,,配当基準日に関連する業務用語。,Concept,財務分析
7869,配当所得,,配当所得に関連する業務用語。,Concept,財務分析
7870,配当所得（投資信託）,,配当所得（投資信託）に関連する業務用語。,Concept,財務分析
7871,配当指数先物,,配当指数先物に関連する業務用語。,Concept,財務分析
7872,配当控除,,配当控除に関連する業務用語。,Concept,財務分析
7873,配当支払率,,配当支払率に関連する業務用語。,Concept,財務分析
7874,配当政策,,配当政策に関連する業務用語。,Concept,財務分析
7875,配当方針,,配当方針に関連する業務用語。,Concept,財務分析
7876,配当期待権,,配当期待権に関連する業務用語。,Concept,財務分析
7877,配当異動,,配当異動に関連する業務用語。,Concept,財務分析
7878,配当落ち,,配当落ちに関連する業務用語。,Concept,財務分析
7879,配当落調整金,,配当落調整金に関連する業務用語。,Concept,財務分析
7880,配当課税,,配当課税に関連する業務用語。,Concept,財務分析
7881,配当起算日,,配当起算日に関連する業務用語。,Concept,財務分析
7882,配当還元方式,,配当還元方式に関連する業務用語。,Concept,財務分析
7883,配当金,Dividend,配当金に関連する業務用語。,Concept,財務分析
7884,配当金領収書,,配当金領収書に関連する業務用語。,Concept,財務分析
7885,配賦基準,,配賦基準に関連する業務用語。,Metric,会計
7886,配賦計算,,配賦計算に関連する業務用語。,Metric,会計
7887,酒田五法,,酒田五法に関連する業務用語。,Concept,共通
7888,酒田罫（ケイ）線,,酒田罫（ケイ）線に関連する業務用語。,Concept,共通
7889,酒税,,酒税に関連する業務用語。,Concept,共通
7890,重加算税,,重加算税に関連する業務用語。,Concept,共通
7891,重回帰分析,,重回帰分析に関連する業務用語。,Concept,共通
7892,重要な不確実性,,重要な不確実性に関連する業務用語。,Concept,共通
7893,重要な親会社及び子会社の状況,Status of Important Parent Company and Subsidiaries,重要な親会社及び子会社の状況に関連する業務用語。,Entity,共通
7894,重要事実,,重要事実に関連する業務用語。,Concept,共通
7895,重要性の判断,,重要性の判断に関連する業務用語。,Concept,共通
7896,重要性の原則,Materiality Principle,重要性の原則に関連する業務用語。,Concept,共通
7897,重要業績評価指標,,重要業績評価指標に関連する業務用語。,Process,人事
7898,重要業績評価指標(KPI),,重要業績評価指標(KPI)に関連する業務用語。,Concept,経営戦略
7899,量子コンピュータ,,量子コンピュータに関連する業務用語。,Concept,共通
7900,量的・質的金融緩和,,量的・質的金融緩和に関連する業務用語。,Concept,共通
7901,量的緩和,,量的緩和に関連する業務用語。,Concept,共通
7902,量的緩和策,,量的緩和策に関連する業務用語。,Concept,共通
7903,量的緩和解除,,量的緩和解除に関連する業務用語。,Concept,共通
7904,金ETF,,金ETFに関連する業務用語。,Metric,投資
7905,金のなる木（BCGマトリクス）,Cash Cow (BCG Matrix),金のなる木（BCGマトリクス）に関連する業務用語。,Concept,経営戦略
7906,金利と為替,,金利と為替に関連する業務用語。,Concept,投資
7907,金利スワップ,,金利スワップに関連する業務用語。,Concept,投資
7908,金利リスク,Interest Rate Risk,金利リスクに関連する業務用語。,Concept,共通
7909,金利敏感株,,金利敏感株に関連する業務用語。,Concept,共通
7910,金利自由化,,金利自由化に関連する業務用語。,Concept,共通
7911,金地金,,金地金に関連する業務用語。,Concept,共通
7912,金外信託,,金外信託に関連する業務用語。,Concept,共通
7913,金庫株,,金庫株に関連する業務用語。,Concept,共通
7914,金種表,,金種表に関連する業務用語。,Concept,共通
7915,金融の自由化,,金融の自由化に関連する業務用語。,Concept,共通
7916,金融ビッグバン,,金融ビッグバンに関連する業務用語。,Concept,共通
7917,金融リテラシー,,金融リテラシーに関連する業務用語。,Concept,共通
7918,金融債,,金融債に関連する業務用語。,Concept,共通
7919,金融先物,,金融先物に関連する業務用語。,Concept,投資
7920,金融先物取引,,金融先物取引に関連する業務用語。,Concept,投資
7921,金融先物取引業者,,金融先物取引業者に関連する業務用語。,Concept,投資
